title,views,video_link,date_time,thumbnail_link
5 Reasons to Learn Python in 2021 | Ishan Sharma | GeeksforGeeks,91K views,/watch?v=Z-epb7refsY,3 years ago,https://i.ytimg.com/vi/Z-epb7refsY/hqdefault.jpg
An Advice by your favorite YouTubers | #Skillitup | GeeksforGeeks,5.5K views,/watch?v=geTs41UoDtA,3 years ago,https://i.ytimg.com/vi/geTs41UoDtA/hqdefault.jpg
5 Resolutions for Developers in 2021 | Ishan Sharma | GeeksforGeeks,7.9K views,/watch?v=nVaRxNpoT2w,4 years ago,https://i.ytimg.com/vi/nVaRxNpoT2w/hqdefault.jpg
Segmented Sieve | Sample Video II for Essential Maths for CP | GeeksforGeeks,33K views,/watch?v=j0M8SF6daSs,4 years ago,https://i.ytimg.com/vi/j0M8SF6daSs/hqdefault.jpg
Must Skills to Become Data Scientists in 2021 | Akash Kalra | GeeksforGeeks,6.4K views,/watch?v=zAJ8NVGwutA,4 years ago,https://i.ytimg.com/vi/zAJ8NVGwutA/hqdefault.jpg
Sieve of Eratosthenes | Sample Video II for Essential Maths for CP | GeeksforGeeks,49K views,/watch?v=NZ7-ntEgt6g,4 years ago,https://i.ytimg.com/vi/NZ7-ntEgt6g/hqdefault.jpg
Check for Prime | Sample Video I for Essential Maths for CP | GeeksforGeeks,19K views,/watch?v=ZgFCZct3Pq0,4 years ago,https://i.ytimg.com/vi/ZgFCZct3Pq0/hqdefault.jpg
Top 7 Programming Languages to Learn in 2021 | Ishan Sharma | GeeksforGeeks,61K views,/watch?v=34jzJ9i2BTY,4 years ago,https://i.ytimg.com/vi/34jzJ9i2BTY/hqdefault.jpg
GeeksforGeeks Premium,2.7K views,/watch?v=MudLC2PUzdY,4 years ago,https://i.ytimg.com/vi/MudLC2PUzdY/hqdefault.jpg
How to score 55+ marks in GATE Exam | Shilpa Jain | GeeksforGeeks,15K views,/watch?v=W0q5LgB0PJI,4 years ago,https://i.ytimg.com/vi/W0q5LgB0PJI/hqdefault.jpg
What is Machine Learning ? | Sample Video for ML - Basic Level Course with Python | GeeksforGeeks,7K views,/watch?v=fHuwydryeKI,4 years ago,https://i.ytimg.com/vi/fHuwydryeKI/hqdefault.jpg
Second Largest Element in Array | Sample Video for DSA Foundation Course | GeeksforGeeks,81K views,/watch?v=BREO-7lVqR4,4 years ago,https://i.ytimg.com/vi/BREO-7lVqR4/hqdefault.jpg
Working of List in Python | Sample Video for DS with Python Course | GeeksforGeeks,14K views,/watch?v=2AGU_u7pf8A,4 years ago,https://i.ytimg.com/vi/2AGU_u7pf8A/hqdefault.jpg
Introduction to Java | Sample Video for the Java Foundation Course | GeeksforGeeks,43K views,/watch?v=yeX5sFkwLrw,4 years ago,https://i.ytimg.com/vi/yeX5sFkwLrw/hqdefault.jpg
Introduction to Python | Sample Video for Python Foundation Course | GeeksforGeeks,217K views,/watch?v=KWnoiOimNbs,4 years ago,https://i.ytimg.com/vi/KWnoiOimNbs/hqdefault.jpg
Last 2 Months Strategy for GATE 2021 | Shilpa Jain | GeeksforGeeks,3.6K views,/watch?v=VgPE3mBd-BU,4 years ago,https://i.ytimg.com/vi/VgPE3mBd-BU/hqdefault.jpg
Competitive Programming or Software Development ? | Radhika | GeeksforGeeks |,16K views,/watch?v=uWGWy8OEYLQ,4 years ago,https://i.ytimg.com/vi/uWGWy8OEYLQ/hqdefault.jpg
Coding Round Contests - Test Series,8.4K views,/watch?v=HvNptfyNUto,4 years ago,https://i.ytimg.com/vi/HvNptfyNUto/hqdefault.jpg
Technical Scripter Event 2020 | GeeksforGeeks,1.8K views,/watch?v=wT7Eo_Sf5h0,4 years ago,https://i.ytimg.com/vi/wT7Eo_Sf5h0/hqdefault.jpg
Importance of DSA (Data Structures & Algorithms) | Radhika Jhunjhunwala | GeeksforGeeks,29K views,/watch?v=ke1WY5tWMWo,4 years ago,https://i.ytimg.com/vi/ke1WY5tWMWo/hqdefault.jpg
7 Tips for Effective Technical Articles | Akash Kalra | GeeksforGeeks,16K views,/watch?v=J7XNlGDRSz4,4 years ago,https://i.ytimg.com/vi/J7XNlGDRSz4/hqdefault.jpg
Complete Interview Preparation to Crack Coding Interviews | GeeksforGeeks,1.9M views,/watch?v=3gKvYR0P2F0,4 years ago,https://i.ytimg.com/vi/3gKvYR0P2F0/hqdefault.jpg
How To Begin With Competitive Coding ? | GeeksforGeeks,116K views,/watch?v=qZNRKB0uR5o,4 years ago,https://i.ytimg.com/vi/qZNRKB0uR5o/hqdefault.jpg
Remove Common Elements & Concatenate | DSA | Programming Tutorials | GeeksforGeeks,4.3K views,/watch?v=IO1X5-hO450,4 years ago,https://i.ytimg.com/vi/IO1X5-hO450/hqdefault.jpg
Roof Top | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,2.3K views,/watch?v=JYcB0hF88bs,4 years ago,https://i.ytimg.com/vi/JYcB0hF88bs/hqdefault.jpg
Minimum Element in a Sorted & Rotated Array | DSA | Programming Tutorials | GeeksforGeeks,11K views,/watch?v=3NDTaC4scMM,4 years ago,https://i.ytimg.com/vi/3NDTaC4scMM/hqdefault.jpg
Check if Array is Sorted & Rotated | DSA | Programming Tutorials | GeeksforGeeks,20K views,/watch?v=41YClEVwwd8,4 years ago,https://i.ytimg.com/vi/41YClEVwwd8/hqdefault.jpg
Rearrange an array in Max & Min Form | DSA | Programming Tutorials | GeeksforGeeks,15K views,/watch?v=oK0FKG5kigo,4 years ago,https://i.ytimg.com/vi/oK0FKG5kigo/hqdefault.jpg
Minimum Adjacent Absolute Difference in Circular Array | DSA | Programming Tutorials | GeeksforGeeks,2.8K views,/watch?v=G-vouVriEvY,4 years ago,https://i.ytimg.com/vi/G-vouVriEvY/hqdefault.jpg
Finding Number of Pairs | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,8.8K views,/watch?v=CafQe7sfdfY,4 years ago,https://i.ytimg.com/vi/CafQe7sfdfY/hqdefault.jpg
Maximum Occurred Integer in N Ranges | DSA | Programming Tutorials | GeeksforGeeks,12K views,/watch?v=czJe_yO1ruI,4 years ago,https://i.ytimg.com/vi/czJe_yO1ruI/hqdefault.jpg
Check if String is Isogram | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,4.6K views,/watch?v=Y3T03b8cQ2k,4 years ago,https://i.ytimg.com/vi/Y3T03b8cQ2k/hqdefault.jpg
Frequency of Limited Range Array Elements | DSA | Programming Tutorials | GeeksforGeeks,18K views,/watch?v=B2hI-QPoisk,4 years ago,https://i.ytimg.com/vi/B2hI-QPoisk/hqdefault.jpg
Closer To Sort | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,2K views,/watch?v=5qVSEngNtL4,4 years ago,https://i.ytimg.com/vi/5qVSEngNtL4/hqdefault.jpg
Top Code Conventions to stand out in an interview | GeeksforGeeks,2.6K views,/watch?v=aC3k8yUkMZM,4 years ago,https://i.ytimg.com/vi/aC3k8yUkMZM/hqdefault.jpg
Geek Week | 2020 | Coders’ Paradise,4.9K views,/watch?v=1N_6xyWiphM,4 years ago,https://i.ytimg.com/vi/1N_6xyWiphM/hqdefault.jpg
Tips For Coding Interviews | Dos and Don'ts | GeeksforGeeks,8.5K views,/watch?v=sk7wNajoyKY,4 years ago,https://i.ytimg.com/vi/sk7wNajoyKY/hqdefault.jpg
Triplet Sum in an Array | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,20K views,/watch?v=o7HykueZVs4,4 years ago,https://i.ytimg.com/vi/o7HykueZVs4/hqdefault.jpg
The Biggest Festival For Programmers !,36K views,/watch?v=wVD7gPanka4,4 years ago,https://i.ytimg.com/vi/wVD7gPanka4/hqdefault.jpg
Minimum Index Character | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,3.6K views,/watch?v=6nWWUYNnpXM,4 years ago,https://i.ytimg.com/vi/6nWWUYNnpXM/hqdefault.jpg
Pangram Checking | Data Structures & Algorithms | Programming Tutorials | GeeksforGeeks,5K views,/watch?v=Yv4ARV-Hrow,4 years ago,https://i.ytimg.com/vi/Yv4ARV-Hrow/hqdefault.jpg
Sample Video for the Java Collections Course | GeeksforGeeks,5.6K views,/watch?v=Tf8vkq-Q9A8,4 years ago,https://i.ytimg.com/vi/Tf8vkq-Q9A8/hqdefault.jpg
Sample Video for SDE Theory Course | GeeksforGeeks,3.1K views,/watch?v=t83Yah6invc,4 years ago,https://i.ytimg.com/vi/t83Yah6invc/hqdefault.jpg
Sample Video for Object Oriented Design Course  | GeeksforGeeks,2.2K views,/watch?v=JHZOr_Fg2zk,4 years ago,https://i.ytimg.com/vi/JHZOr_Fg2zk/hqdefault.jpg
Case-Specific Sorting of Strings |Data Structures & Algorithms| Programming Tutorials|GeeksforGeeks,2.6K views,/watch?v=icb4ydeBN9g,4 years ago,https://i.ytimg.com/vi/icb4ydeBN9g/hqdefault.jpg
Vertical Width of Binary Tree |Data Structures & Algorithms| Programming Tutorials | GeeksforGeeks,2.5K views,/watch?v=_eCUwPPbZXk,4 years ago,https://i.ytimg.com/vi/_eCUwPPbZXk/hqdefault.jpg
Machine learning and Data science fundamentals | GeeksforGeeks,4K views,/watch?v=ZqjBPYX_2bk,4 years ago,https://i.ytimg.com/vi/ZqjBPYX_2bk/hqdefault.jpg
GATE PYQ-15 | GATE2000 | Structures and Pointers | GeeksforGeeks,1K views,/watch?v=ERIUDPzcl94,4 years ago,https://i.ytimg.com/vi/ERIUDPzcl94/hqdefault.jpg
Remove duplicates from an unsorted linked list. (More methods) | GeeksforGeeks,8.3K views,/watch?v=0_mn2NSEYKg,4 years ago,https://i.ytimg.com/vi/0_mn2NSEYKg/hqdefault.jpg
"Sort a linked list of 0s, 1s and 2s by changing links. | GeeksforGeeks",8.4K views,/watch?v=JKYflBRNZnQ,4 years ago,https://i.ytimg.com/vi/JKYflBRNZnQ/hqdefault.jpg
"Sort a linked list of 0s, 1s and 2s by changing data. | GeeksforGeeks",2K views,/watch?v=NhYYbTbN2-w,4 years ago,https://i.ytimg.com/vi/NhYYbTbN2-w/hqdefault.jpg
Remove duplicate elements from an unsorted Linked List | GeeksforGeeks,31K views,/watch?v=WVV1qY--oI4,4 years ago,https://i.ytimg.com/vi/WVV1qY--oI4/hqdefault.jpg
Remove duplicates from a sorted Linked List | GeeksforGeeks,15K views,/watch?v=B8qTwaYBN1M,4 years ago,https://i.ytimg.com/vi/B8qTwaYBN1M/hqdefault.jpg
Count number of nodes in a Linked List | GeeksforGeeks,13K views,/watch?v=ikrbSW9sVMU,4 years ago,https://i.ytimg.com/vi/ikrbSW9sVMU/hqdefault.jpg
Implement Stack using Queues | GeeksforGeeks,33K views,/watch?v=nh1GCPB4j6g,4 years ago,https://i.ytimg.com/vi/nh1GCPB4j6g/hqdefault.jpg
Implement stack using Linked List | GeeksforGeeks,27K views,/watch?v=Ebq7QUPaU7I,4 years ago,https://i.ytimg.com/vi/Ebq7QUPaU7I/hqdefault.jpg
Delete middle element of the stack | GeeksforGeeks,15K views,/watch?v=mxrBibfna7A,4 years ago,https://i.ytimg.com/vi/mxrBibfna7A/hqdefault.jpg
GATE PYQ-14 | GATE2018 | Structures | GeeksforGeeks,983 views,/watch?v=CHcendjgNs4,4 years ago,https://i.ytimg.com/vi/CHcendjgNs4/hqdefault.jpg
Smallest positive number missing from an unsorted array | GeeksforGeeks,25K views,/watch?v=_OAFHDVihjo,4 years ago,https://i.ytimg.com/vi/_OAFHDVihjo/hqdefault.jpg
"Guess the Output 64 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",7.5K views,/watch?v=n57jRsppCoc,4 years ago,https://i.ytimg.com/vi/n57jRsppCoc/hqdefault.jpg
Pascal Triangle | GeeksforGeeks,14K views,/watch?v=GJ06cufKwm8,4 years ago,https://i.ytimg.com/vi/GJ06cufKwm8/hqdefault.jpg
Max Product Subarray | GeeksforGeeks,27K views,/watch?v=keVevSvaDKo,4 years ago,https://i.ytimg.com/vi/keVevSvaDKo/hqdefault.jpg
Boolean Matrix | GeeksforGeeks,9.3K views,/watch?v=UDWrv63bOXw,4 years ago,https://i.ytimg.com/vi/UDWrv63bOXw/hqdefault.jpg
Rearranging positive and negative values in an array | GeeksforGeeks,31K views,/watch?v=y3aYY4B97jI,4 years ago,https://i.ytimg.com/vi/y3aYY4B97jI/hqdefault.jpg
GATE PYQ-13 | GATE2017 | Strings | GeeksforGeeks,973 views,/watch?v=V_zzAEFOolA,4 years ago,https://i.ytimg.com/vi/V_zzAEFOolA/hqdefault.jpg
"Guess the Output 63 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.6K views,/watch?v=9ttIDXs6RYI,4 years ago,https://i.ytimg.com/vi/9ttIDXs6RYI/hqdefault.jpg
GATE PYQ-12 | GATE2018 | Strings | GeeksforGeeks,885 views,/watch?v=A3V1-uaF7Ko,4 years ago,https://i.ytimg.com/vi/A3V1-uaF7Ko/hqdefault.jpg
Print given sentence into its equivalent ASCII characters | GeeksforGeeks,1.6K views,/watch?v=J8WGtK7I-vI,4 years ago,https://i.ytimg.com/vi/J8WGtK7I-vI/hqdefault.jpg
Remove all characters  other than alphabets in a string. | GeeksforGeeks,6.5K views,/watch?v=xVe9qqjbSL4,4 years ago,https://i.ytimg.com/vi/xVe9qqjbSL4/hqdefault.jpg
"Guess the Output 62 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.6K views,/watch?v=oi-eECepJjg,4 years ago,https://i.ytimg.com/vi/oi-eECepJjg/hqdefault.jpg
GATE PYQ-11 | GATE2015 | Strings | GeeksforGeeks,960 views,/watch?v=dgjJTAJ34N8,4 years ago,https://i.ytimg.com/vi/dgjJTAJ34N8/hqdefault.jpg
Program to find the initials of a name | GeeksforGeeks,6.7K views,/watch?v=hfhTe31LfrU,4 years ago,https://i.ytimg.com/vi/hfhTe31LfrU/hqdefault.jpg
"Guess the Output 61 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6K views,/watch?v=o1q6Vy1VfbE,4 years ago,https://i.ytimg.com/vi/o1q6Vy1VfbE/hqdefault.jpg
GATE PYQ-9 | GATE2011 | Strings | GeeksforGeeks,866 views,/watch?v=7KI6ocuV0ac,4 years ago,https://i.ytimg.com/vi/7KI6ocuV0ac/hqdefault.jpg
Program for length of a string using recursion | GeeksforGeeks,6.6K views,/watch?v=XXEMcCtSpRM,4 years ago,https://i.ytimg.com/vi/XXEMcCtSpRM/hqdefault.jpg
"Guess the Output 60 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,/watch?v=LetARqwhvTs,4 years ago,https://i.ytimg.com/vi/LetARqwhvTs/hqdefault.jpg
Perfect Square String | GeeksforGeeks,1.8K views,/watch?v=jOM9Pcr5mJM,4 years ago,https://i.ytimg.com/vi/jOM9Pcr5mJM/hqdefault.jpg
"Guess the Output 59 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.6K views,/watch?v=kq-6VWdO5uA,4 years ago,https://i.ytimg.com/vi/kq-6VWdO5uA/hqdefault.jpg
GATE PYQ-9 | GATE2004 | Strings | GeeksforGeeks,962 views,/watch?v=hOXiBcjz2dk,4 years ago,https://i.ytimg.com/vi/hOXiBcjz2dk/hqdefault.jpg
Number of substrings of a string | GeeksforGeeks,5.8K views,/watch?v=9QxJo-g0cMA,4 years ago,https://i.ytimg.com/vi/9QxJo-g0cMA/hqdefault.jpg
"Guess the Output 58 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,/watch?v=VuprD6UuvXw,4 years ago,https://i.ytimg.com/vi/VuprD6UuvXw/hqdefault.jpg
C++ STL Course | Demo Video | GeeksforGeeks,14K views,/watch?v=b5cfHPZ_WDg,4 years ago,https://i.ytimg.com/vi/b5cfHPZ_WDg/hqdefault.jpg
Latin Alphabet Cipher I GeeksforGeeks,1.6K views,/watch?v=OaLzvCGEPQU,4 years ago,https://i.ytimg.com/vi/OaLzvCGEPQU/hqdefault.jpg
GATE PYQ-8 | GATE2006 | Pointers and Functions | GeeksforGeeks,984 views,/watch?v=HuGVM12WrzQ,4 years ago,https://i.ytimg.com/vi/HuGVM12WrzQ/hqdefault.jpg
"Guess the Output 57 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.6K views,/watch?v=n14q9ORayE4,4 years ago,https://i.ytimg.com/vi/n14q9ORayE4/hqdefault.jpg
Maximum sum Subarray | Dynamic Programming | GeeksforGeeks,7.2K views,/watch?v=N2kMyp0GLzU,4 years ago,https://i.ytimg.com/vi/N2kMyp0GLzU/hqdefault.jpg
Frequency of a substring in a string | GeeksforGeeks,5.2K views,/watch?v=agteFWnjJ-0,4 years ago,https://i.ytimg.com/vi/agteFWnjJ-0/hqdefault.jpg
"Guess the Output 56 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,/watch?v=ocI4BKp-aO8,4 years ago,https://i.ytimg.com/vi/ocI4BKp-aO8/hqdefault.jpg
GATE PYQ-7 | GATE2016 | Recursion | GeeksforGeeks,955 views,/watch?v=uqJDZJwxIVc,4 years ago,https://i.ytimg.com/vi/uqJDZJwxIVc/hqdefault.jpg
First uppercase letter in a string | GeeksforGeeks,2.1K views,/watch?v=grIL_yqEbNw,4 years ago,https://i.ytimg.com/vi/grIL_yqEbNw/hqdefault.jpg
"Guess the Output 55 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.5K views,/watch?v=bhqMzEvbAFA,4 years ago,https://i.ytimg.com/vi/bhqMzEvbAFA/hqdefault.jpg
Skip the work | Competitive Programming | GeeksforGeeks,5.9K views,/watch?v=vOMkmStTJgE,4 years ago,https://i.ytimg.com/vi/vOMkmStTJgE/hqdefault.jpg
Find a string in lexicographic order which is in between two given string | GeeksforGeeks,7.6K views,/watch?v=XVDyj0eYQKU,4 years ago,https://i.ytimg.com/vi/XVDyj0eYQKU/hqdefault.jpg
GATE PYQ-6 | GATE2014 | Recursion | GeeksforGeeks,1.3K views,/watch?v=VMl_ghULjuk,4 years ago,https://i.ytimg.com/vi/VMl_ghULjuk/hqdefault.jpg
Linux Tutorials | Redirection - The three standard files in Linux | GeeksforGeeks,22K views,/watch?v=SP0gDpamofY,4 years ago,https://i.ytimg.com/vi/SP0gDpamofY/hqdefault.jpg
Convert a string to Hexadecimal ASCII values | GeeksforGeeks,15K views,/watch?v=XAAu_Yr6vEQ,4 years ago,https://i.ytimg.com/vi/XAAu_Yr6vEQ/hqdefault.jpg
"Guess the Output 54 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,/watch?v=S8k-O-PXdxQ,4 years ago,https://i.ytimg.com/vi/S8k-O-PXdxQ/hqdefault.jpg
Amazon's Reach the Score Problem | Competitive Programming |  GeeksforGeeks,4.6K views,/watch?v=RsmXspXxUN0,4 years ago,https://i.ytimg.com/vi/RsmXspXxUN0/hqdefault.jpg
GATE PYQ-5 | GATE2016 | Dynamic Scoping | GeeksforGeeks,1K views,/watch?v=G-zmBqDYBuY,4 years ago,https://i.ytimg.com/vi/G-zmBqDYBuY/hqdefault.jpg
Linux Tutorials | Command Substitution and Shell Aliasing | GeeksforGeeks,7.6K views,/watch?v=rTAKKboE-0M,4 years ago,https://i.ytimg.com/vi/rTAKKboE-0M/hqdefault.jpg
Check if a string is a substring of another | GeeksforGeeks,24K views,/watch?v=Up2AnlAC7EI,4 years ago,https://i.ytimg.com/vi/Up2AnlAC7EI/hqdefault.jpg
DSA Self Paced Course | GeeksforGeeks,119K views,/watch?v=vG2PNdI8axo,4 years ago,https://i.ytimg.com/vi/vG2PNdI8axo/hqdefault.jpg
"Guess the Output 53 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.9K views,/watch?v=MrCU37I4zH4,4 years ago,https://i.ytimg.com/vi/MrCU37I4zH4/hqdefault.jpg
Hexadecimal to Decimal Conversion | GeeksforGeeks,7.6K views,/watch?v=lbzHXvP9Jmg,4 years ago,https://i.ytimg.com/vi/lbzHXvP9Jmg/hqdefault.jpg
Walmart's Unique Paths | Dynamic Programming | Competitive Programming | GeeksforGeeks,2.3K views,/watch?v=DSjOImQ5g0U,4 years ago,https://i.ytimg.com/vi/DSjOImQ5g0U/hqdefault.jpg
Linux Tutorials | Wildcards and Pattern Matching | GeeksforGeeks,17K views,/watch?v=LH4eF75Z_7U,4 years ago,https://i.ytimg.com/vi/LH4eF75Z_7U/hqdefault.jpg
"Guess the Output 52 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.1K views,/watch?v=CL7-2oHZJU0,4 years ago,https://i.ytimg.com/vi/CL7-2oHZJU0/hqdefault.jpg
Checking whether a given floating point number is even or odd.| GeeksforGeeks,2K views,/watch?v=Dw1sfqnmcww,4 years ago,https://i.ytimg.com/vi/Dw1sfqnmcww/hqdefault.jpg
Google's Power House Challenge | Competitive Programming | GeeksforGeeks,9.9K views,/watch?v=fS1blgP0K98,4 years ago,https://i.ytimg.com/vi/fS1blgP0K98/hqdefault.jpg
Linux Tutorials | Changing Permissions | GeeksforGeeks,8.7K views,/watch?v=RWReI80utd4,4 years ago,https://i.ytimg.com/vi/RWReI80utd4/hqdefault.jpg
"Guess the Output 51 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,/watch?v=IAwH1MTm6g4,4 years ago,https://i.ytimg.com/vi/IAwH1MTm6g4/hqdefault.jpg
Decimal to Hexadecimal Conversion | GeeksforGeeks,5.7K views,/watch?v=2R7P5s8e_yA,4 years ago,https://i.ytimg.com/vi/2R7P5s8e_yA/hqdefault.jpg
GATE PYQ-4 | GATE2007 | Static and Dynamic Scoping | GeeksforGeeks,1.2K views,/watch?v=4msLMZJyxWY,4 years ago,https://i.ytimg.com/vi/4msLMZJyxWY/hqdefault.jpg
Delete a node from a Linked List without Head Pointer | GeeksforGeeks,15K views,/watch?v=PApPhb61QcQ,4 years ago,
Linux Tutorials | File and Directory Permissions | GeeksforGeeks,4.6K views,/watch?v=o6lbSlGI3qc,4 years ago,
A boolean array puzzle | Bit Algorithms | GeeksforGeeks,1.7K views,/watch?v=0ouXUmMThmU,4 years ago,
"Guess the Output 50 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,/watch?v=Xy37ZYSkzqE,4 years ago,
Find middle element in a Linked List | GeeksforGeeks,27K views,/watch?v=vxVqi9Q54Dc,4 years ago,https://i.ytimg.com/vi/vxVqi9Q54Dc/hqdefault.jpg
C++ code to find LCM of two numbers | Geeksforgeeks,16K views,/watch?v=anSfYgbo694,4 years ago,https://i.ytimg.com/vi/anSfYgbo694/hqdefault.jpg
Making of the Geeks Summer Carnival Logo - Timelapse | GeeksforGeeks,885 views,/watch?v=HS1dFAfiuxw,4 years ago,https://i.ytimg.com/vi/HS1dFAfiuxw/hqdefault.jpg
GATE PYQ-3 | GATE2008 | Pointers | GeeksforGeeks,1.1K views,/watch?v=wooN1PFxcvA,4 years ago,https://i.ytimg.com/vi/wooN1PFxcvA/hqdefault.jpg
Linux Tutorials | Compressing and Archiving Files in Linux | tar and zip commands | GeeksforGeeks,36K views,/watch?v=KucqplDh7LI,4 years ago,https://i.ytimg.com/vi/KucqplDh7LI/hqdefault.jpg
"Guess the Output 49 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",5.9K views,/watch?v=uj7syAJEnGE,4 years ago,https://i.ytimg.com/vi/uj7syAJEnGE/hqdefault.jpg
Remove punctuations from a given string | GeeksforGeeks,6.9K views,/watch?v=PSCla4rZkjE,4 years ago,https://i.ytimg.com/vi/PSCla4rZkjE/hqdefault.jpg
Height of a Binary Tree | Competitive Programming | GeeksforGeeks,5.4K views,/watch?v=LtF34XIId5c,4 years ago,https://i.ytimg.com/vi/LtF34XIId5c/hqdefault.jpg
Octal to Decimal Conversion | GeeksforGeeks,853 views,/watch?v=bazVM_ZQYwg,4 years ago,https://i.ytimg.com/vi/bazVM_ZQYwg/hqdefault.jpg
Linux Tutorials | find command | GeeksforGeeks,33K views,/watch?v=oPdFGUrq-XQ,4 years ago,https://i.ytimg.com/vi/oPdFGUrq-XQ/hqdefault.jpg
Smith Number | GeeksforGeeks,5.4K views,/watch?v=nJVF9YkXxNA,4 years ago,https://i.ytimg.com/vi/nJVF9YkXxNA/hqdefault.jpg
Geeks Summer Carnival | GeeksforGeeks,1.2K views,/watch?v=z3CC4FKSG-k,4 years ago,https://i.ytimg.com/vi/z3CC4FKSG-k/hqdefault.jpg
"Guess the Output 48 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.3K views,/watch?v=1MVVXKQP9P8,4 years ago,https://i.ytimg.com/vi/1MVVXKQP9P8/hqdefault.jpg
Find median of a row-wise sorted Matrix | GeeksforGeeks,49K views,/watch?v=_4rxBuhyLXw,4 years ago,https://i.ytimg.com/vi/_4rxBuhyLXw/hqdefault.jpg
Linux Tutorials | touch command | GeeksforGeeks,22K views,/watch?v=tpUyBbD4LQE,4 years ago,https://i.ytimg.com/vi/tpUyBbD4LQE/hqdefault.jpg
Competitive Programming Headstarter | GeeksforGeeks,5.6K views,/watch?v=fqHrsV8xzJE,4 years ago,https://i.ytimg.com/vi/fqHrsV8xzJE/hqdefault.jpg
GATE PYQ-2 | GATE2015 | Functions & Pointers | GeeksforGeeks,1.3K views,/watch?v=p1k-2-viPBM,4 years ago,https://i.ytimg.com/vi/p1k-2-viPBM/hqdefault.jpg
Krishnamurthy Numbers | GeeksforGeeks,5.4K views,/watch?v=U5jJkZYG0dQ,4 years ago,https://i.ytimg.com/vi/U5jJkZYG0dQ/hqdefault.jpg
"Guess the Output 47 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,/watch?v=aZiQE94xJtA,4 years ago,https://i.ytimg.com/vi/aZiQE94xJtA/hqdefault.jpg
Mystery Numbers | GeeksforGeeks,5.1K views,/watch?v=JEc8AH_8th8,4 years ago,https://i.ytimg.com/vi/JEc8AH_8th8/hqdefault.jpg
"Guess the Output 46 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.1K views,/watch?v=rpkGuJsz52E,4 years ago,https://i.ytimg.com/vi/rpkGuJsz52E/hqdefault.jpg
GATE PYQ-1 | GATE2019 | Functions | GeeksforGeeks,3.4K views,/watch?v=OIn4QeGEnjo,4 years ago,https://i.ytimg.com/vi/OIn4QeGEnjo/hqdefault.jpg
Decimal to Octal Conversion | GeeksforGeeks,1.2K views,/watch?v=2XgoUdKTH2Y,4 years ago,https://i.ytimg.com/vi/2XgoUdKTH2Y/hqdefault.jpg
"Guess the Output 45 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,/watch?v=2kI1kousiqE,4 years ago,https://i.ytimg.com/vi/2kI1kousiqE/hqdefault.jpg
Check whether a graph is bipartite or not | GeeksforGeeks,31K views,/watch?v=mVmXwFkgoJ0,4 years ago,https://i.ytimg.com/vi/mVmXwFkgoJ0/hqdefault.jpg
"Guess the Output 44 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.2K views,/watch?v=7xXLgvEyDdQ,4 years ago,https://i.ytimg.com/vi/7xXLgvEyDdQ/hqdefault.jpg
Disarium Numbers | GeeksforGeeks,4.2K views,/watch?v=t4xdYNvjJyk,4 years ago,https://i.ytimg.com/vi/t4xdYNvjJyk/hqdefault.jpg
Decimal to Binary Conversion | GeeksforGeeks,3.9K views,/watch?v=1Po1iqnhzww,4 years ago,https://i.ytimg.com/vi/1Po1iqnhzww/hqdefault.jpg
"Guess the Output 43 | Tricky C codes for Beginners, Technical Interviews & Gate | GeeksforGeeks",6.4K views,/watch?v=U8XW-DmBtfQ,4 years ago,
